DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019
6,1,0,Alabama,Alabama,4903185
6,1,1,Alabama,Autauga County,55869
6,1,3,Alabama,Baldwin County,223234
6,1,5,Alabama,Barbour County,24686
6,1,7,Alabama,Bibb County,22394
6,1,9,Alabama,Blount County,57826
6,1,11,Alabama,Bullock County,10101
6,1,13,Alabama,Butler County,19448
6,1,15,Alabama,Calhoun County,113605
6,1,17,Alabama,Chambers County,33254
6,1,19,Alabama,Cherokee County,26196
6,1,21,Alabama,Chilton County,44428
6,1,23,Alabama,Choctaw County,12589
6,1,25,Alabama,Clarke County,23622
6,1,27,Alabama,Clay County,13235
6,1,29,Alabama,Cleburne County,14910
6,1,31,Alabama,Coffee County,52342
6,1,33,Alabama,Colbert County,55241
6,1,35,Alabama,Conecuh County,12067
6,1,37,Alabama,Coosa County,10663
6,1,39,Alabama,Covington County,37049
6,1,41,Alabama,Crenshaw County,13772
6,1,43,Alabama,Cullman County,83768
6,1,45,Alabama,Dale County,49172
6,1,47,Alabama,Dallas County,37196
6,1,49,Alabama,DeKalb County,71513
6,1,51,Alabama,Elmore County,81209
6,1,53,Alabama,Escambia County,36633
6,1,55,Alabama,Etowah County,102268
6,1,57,Alabama,Fayette County,16302
6,1,59,Alabama,Franklin County,31362
6,1,61,Alabama,Geneva County,26271
6,1,63,Alabama,Greene County,8111
6,1,65,Alabama,Hale County,14651
6,1,67,Alabama,Henry County,17205
6,1,69,Alabama,Houston County,105882
6,1,71,Alabama,Jackson County,51626
6,1,73,Alabama,Jefferson County,658573
6,1,75,Alabama,Lamar County,13805
6,1,77,Alabama,Lauderdale County,92729
6,1,79,Alabama,Lawrence County,32924
6,1,81,Alabama,Lee County,164542
6,1,83,Alabama,Limestone County,98915
6,1,85,Alabama,Lowndes County,9726
6,1,87,Alabama,Macon County,18068
6,1,89,Alabama,Madison County,372909
6,1,91,Alabama,Marengo County,18863
6,1,93,Alabama,Marion County,29709
6,1,95,Alabama,Marshall County,96774
6,1,97,Alabama,Mobile County,413210
6,1,99,Alabama,Monroe County,20733
6,1,101,Alabama,Montgomery County,226486
6,1,103,Alabama,Morgan County,119679
6,1,105,Alabama,Perry County,8923
6,1,107,Alabama,Pickens County,19930
6,1,109,Alabama,Pike County,33114
6,1,111,Alabama,Randolph County,22722
6,1,113,Alabama,Russell County,57961
6,1,115,Alabama,St. Clair County,89512
6,1,117,Alabama,Shelby County,217702
6,1,119,Alabama,Sumter County,12427
6,1,121,Alabama,Talladega County,79978
6,1,123,Alabama,Tallapoosa County,40367
6,1,125,Alabama,Tuscaloosa County,209355
6,1,127,Alabama,Walker County,63521
6,1,129,Alabama,Washington County,16326
6,1,131,Alabama,Wilcox County,10373
6,1,133,Alabama,Winston County,23629
9,2,0,Alaska,Alaska,731545
9,2,13,Alaska,Aleutians East Borough,3337
9,2,16,Alaska,Aleutians West Census Area,5634
9,2,20,Alaska,Anchorage Municipality,288000
9,2,50,Alaska,Bethel Census Area,18386
9,2,60,Alaska,Bristol Bay Borough,836
9,2,68,Alaska,Denali Borough,2097
9,2,70,Alaska,Dillingham Census Area,4916
9,2,90,Alaska,Fairbanks North Star Borough,96849
9,2,100,Alaska,Haines Borough,2530
9,2,105,Alaska,Hoonah-Angoon Census Area,2148
9,2,110,Alaska,Juneau City and Borough,31974
9,2,122,Alaska,Kenai Peninsula Borough,58708
9,2,130,Alaska,Ketchikan Gateway Borough,13901
9,2,150,Alaska,Kodiak Island Borough,12998
9,2,158,Alaska,Kusilvak Census Area,8314
9,2,164,Alaska,Lake and Peninsula Borough,1592
9,2,170,Alaska,Matanuska-Susitna Borough,108317
9,2,180,Alaska,Nome Census Area,10004
9,2,185,Alaska,North Slope Borough,9832
9,2,188,Alaska,Northwest Arctic Borough,7621
9,2,195,Alaska,Petersburg Borough,3266
9,2,198,Alaska,Prince of Wales-Hyder Census Area,6203
9,2,220,Alaska,Sitka City and Borough,8493
9,2,230,Alaska,Skagway Municipality,1183
9,2,240,Alaska,Southeast Fairbanks Census Area,6893
9,2,261,Alaska,Valdez-Cordova Census Area,9202
9,2,275,Alaska,Wrangell City and Borough,2502
9,2,282,Alaska,Yakutat City and Borough,579
9,2,290,Alaska,Yukon-Koyukuk Census Area,5230
8,4,0,Arizona,Arizona,7278717
8,4,1,Arizona,Apache County,71887
8,4,3,Arizona,Cochise County,125922
8,4,5,Arizona,Coconino County,143476
8,4,7,Arizona,Gila County,54018
8,4,9,Arizona,Graham County,38837
8,4,11,Arizona,Greenlee County,9498
8,4,12,Arizona,La Paz County,21108
8,4,13,Arizona,Maricopa County,4485414
8,4,15,Arizona,Mohave County,212181
8,4,17,Arizona,Navajo County,110924
8,4,19,Arizona,Pima County,1047279
8,4,21,Arizona,Pinal County,462789
8,4,23,Arizona,Santa Cruz County,46498
8,4,25,Arizona,Yavapai County,235099
8,4,27,Arizona,Yuma County,213787
7,5,0,Arkansas,Arkansas,3017804
7,5,1,Arkansas,Arkansas County,17486
7,5,3,Arkansas,Ashley County,19657
7,5,5,Arkansas,Baxter County,41932
7,5,7,Arkansas,Benton County,279141
7,5,9,Arkansas,Boone County,37432
7,5,11,Arkansas,Bradley County,10763
7,5,13,Arkansas,Calhoun County,5189
7,5,15,Arkansas,Carroll County,28380
7,5,17,Arkansas,Chicot County,10118
7,5,19,Arkansas,Clark County,22320
7,5,21,Arkansas,Clay County,14551
7,5,23,Arkansas,Cleburne County,24919
7,5,25,Arkansas,Cleveland County,7956
7,5,27,Arkansas,Columbia County,23457
7,5,29,Arkansas,Conway County,20846
7,5,31,Arkansas,Craighead County,110332
7,5,33,Arkansas,Crawford County,63257
7,5,35,Arkansas,Crittenden County,47955
7,5,37,Arkansas,Cross County,16419
7,5,39,Arkansas,Dallas County,7009
7,5,41,Arkansas,Desha County,11361
7,5,43,Arkansas,Drew County,18219
7,5,45,Arkansas,Faulkner County,126007
7,5,47,Arkansas,Franklin County,17715
7,5,49,Arkansas,Fulton County,12477
7,5,51,Arkansas,Garland County,99386
7,5,53,Arkansas,Grant County,18265
7,5,55,Arkansas,Greene County,45325
7,5,57,Arkansas,Hempstead County,21532
7,5,59,Arkansas,Hot Spring County,33771
7,5,61,Arkansas,Howard County,13202
7,5,63,Arkansas,Independence County,37825
7,5,65,Arkansas,Izard County,13629
7,5,67,Arkansas,Jackson County,16719
7,5,69,Arkansas,Jefferson County,66824
7,5,71,Arkansas,Johnson County,26578
7,5,73,Arkansas,Lafayette County,6624
7,5,75,Arkansas,Lawrence County,16406
7,5,77,Arkansas,Lee County,8857
7,5,79,Arkansas,Lincoln County,13024
7,5,81,Arkansas,Little River County,12259
7,5,83,Arkansas,Logan County,21466
7,5,85,Arkansas,Lonoke County,73309
7,5,87,Arkansas,Madison County,16576
7,5,89,Arkansas,Marion County,16694
7,5,91,Arkansas,Miller County,43257
7,5,93,Arkansas,Mississippi County,40651
7,5,95,Arkansas,Monroe County,6701
7,5,97,Arkansas,Montgomery County,8986
7,5,99,Arkansas,Nevada County,8252
7,5,101,Arkansas,Newton County,7753
7,5,103,Arkansas,Ouachita County,23382
7,5,105,Arkansas,Perry County,10455
7,5,107,Arkansas,Phillips County,17782
7,5,109,Arkansas,Pike County,10718
7,5,111,Arkansas,Poinsett County,23528
7,5,113,Arkansas,Polk County,19964
7,5,115,Arkansas,Pope County,64072
7,5,117,Arkansas,Prairie County,8062
7,5,119,Arkansas,Pulaski County,391911
7,5,121,Arkansas,Randolph County,17958
7,5,123,Arkansas,St. Francis County,24994
7,5,125,Arkansas,Saline County,122437
7,5,127,Arkansas,Scott County,10281
7,5,129,Arkansas,Searcy County,7881
7,5,131,Arkansas,Sebastian County,127827
7,5,133,Arkansas,Sevier County,17007
7,5,135,Arkansas,Sharp County,17442
7,5,137,Arkansas,Stone County,12506
7,5,139,Arkansas,Union County,38682
7,5,141,Arkansas,Van Buren County,16545
7,5,143,Arkansas,Washington County,239187
7,5,145,Arkansas,White County,78753
7,5,147,Arkansas,Woodruff County,6320
7,5,149,Arkansas,Yell County,21341
9,6,0,California,California,39512223
9,6,1,California,Alameda County,1671329
9,6,3,California,Alpine County,1129
9,6,5,California,Amador County,39752
9,6,7,California,Butte County,219186
9,6,9,California,Calaveras County,45905
9,6,11,California,Colusa County,21547
9,6,13,California,Contra Costa County,1153526
9,6,15,California,Del Norte County,27812
9,6,17,California,El Dorado County,192843
9,6,19,California,Fresno County,999101
9,6,21,California,Glenn County,28393
9,6,23,California,Humboldt County,135558
9,6,25,California,Imperial County,181215
9,6,27,California,Inyo County,18039
9,6,29,California,Kern County,900202
9,6,31,California,Kings County,152940
9,6,33,California,Lake County,64386
9,6,35,California,Lassen County,30573
9,6,37,California,Los Angeles County,10039107
9,6,39,California,Madera County,157327
9,6,41,California,Marin County,258826
9,6,43,California,Mariposa County,17203
9,6,45,California,Mendocino County,86749
9,6,47,California,Merced County,277680
9,6,49,California,Modoc County,8841
9,6,51,California,Mono County,14444
9,6,53,California,Monterey County,434061
9,6,55,California,Napa County,137744
9,6,57,California,Nevada County,99755
9,6,59,California,Orange County,3175692
9,6,61,California,Placer County,398329
9,6,63,California,Plumas County,18807
9,6,65,California,Riverside County,2470546
9,6,67,California,Sacramento County,1552058
9,6,69,California,San Benito County,62808
9,6,71,California,San Bernardino County,2180085
9,6,73,California,San Diego County,3338330
9,6,75,California,San Francisco County,881549
9,6,77,California,San Joaquin County,762148
9,6,79,California,San Luis Obispo County,283111
9,6,81,California,San Mateo County,766573
9,6,83,California,Santa Barbara County,446499
9,6,85,California,Santa Clara County,1927852
9,6,87,California,Santa Cruz County,273213
9,6,89,California,Shasta County,180080
9,6,91,California,Sierra County,3005
9,6,93,California,Siskiyou County,43539
9,6,95,California,Solano County,447643
9,6,97,California,Sonoma County,494336
9,6,99,California,Stanislaus County,550660
9,6,101,California,Sutter County,96971
9,6,103,California,Tehama County,65084
9,6,105,California,Trinity County,12285
9,6,107,California,Tulare County,466195
9,6,109,California,Tuolumne County,54478
9,6,111,California,Ventura County,846006
9,6,113,California,Yolo County,220500
9,6,115,California,Yuba County,78668
8,8,0,Colorado,Colorado,5758736
8,8,1,Colorado,Adams County,517421
8,8,3,Colorado,Alamosa County,16233
8,8,5,Colorado,Arapahoe County,656590
8,8,7,Colorado,Archuleta County,14029
8,8,9,Colorado,Baca County,3581
8,8,11,Colorado,Bent County,5577
8,8,13,Colorado,Boulder County,326196
8,8,14,Colorado,Broomfield County,70465
8,8,15,Colorado,Chaffee County,20356
8,8,17,Colorado,Cheyenne County,1831
8,8,19,Colorado,Clear Creek County,9700
8,8,21,Colorado,Conejos County,8205
8,8,23,Colorado,Costilla County,3887
8,8,25,Colorado,Crowley County,6061
8,8,27,Colorado,Custer County,5068
8,8,29,Colorado,Delta County,31162
8,8,31,Colorado,Denver County,727211
8,8,33,Colorado,Dolores County,2055
8,8,35,Colorado,Douglas County,351154
8,8,37,Colorado,Eagle County,55127
8,8,39,Colorado,Elbert County,26729
8,8,41,Colorado,El Paso County,720403
8,8,43,Colorado,Fremont County,47839
8,8,45,Colorado,Garfield County,60061
8,8,47,Colorado,Gilpin County,6243
8,8,49,Colorado,Grand County,15734
8,8,51,Colorado,Gunnison County,17462
8,8,53,Colorado,Hinsdale County,820
8,8,55,Colorado,Huerfano County,6897
8,8,57,Colorado,Jackson County,1392
8,8,59,Colorado,Jefferson County,582881
8,8,61,Colorado,Kiowa County,1406
8,8,63,Colorado,Kit Carson County,7097
8,8,65,Colorado,Lake County,8127
8,8,67,Colorado,La Plata County,56221
8,8,69,Colorado,Larimer County,356899
8,8,71,Colorado,Las Animas County,14506
8,8,73,Colorado,Lincoln County,5701
8,8,75,Colorado,Logan County,22409
8,8,77,Colorado,Mesa County,154210
8,8,79,Colorado,Mineral County,769
8,8,81,Colorado,Moffat County,13283
8,8,83,Colorado,Montezuma County,26183
8,8,85,Colorado,Montrose County,42758
8,8,87,Colorado,Morgan County,29068
8,8,89,Colorado,Otero County,18278
8,8,91,Colorado,Ouray County,4952
8,8,93,Colorado,Park County,18845
8,8,95,Colorado,Phillips County,4265
8,8,97,Colorado,Pitkin County,17767
8,8,99,Colorado,Prowers County,12172
8,8,101,Colorado,Pueblo County,168424
8,8,103,Colorado,Rio Blanco County,6324
8,8,105,Colorado,Rio Grande County,11267
8,8,107,Colorado,Routt County,25638
8,8,109,Colorado,Saguache County,6824
8,8,111,Colorado,San Juan County,728
8,8,113,Colorado,San Miguel County,8179
8,8,115,Colorado,Sedgwick County,2248
8,8,117,Colorado,Summit County,31011
8,8,119,Colorado,Teller County,25388
8,8,121,Colorado,Washington County,4908
8,8,123,Colorado,Weld County,324492
8,8,125,Colorado,Yuma County,10019
1,9,0,Connecticut,Connecticut,3565287
1,9,1,Connecticut,Fairfield County,943332
1,9,3,Connecticut,Hartford County,891720
1,9,5,Connecticut,Litchfield County,180333
1,9,7,Connecticut,Middlesex County,162436
1,9,9,Connecticut,New Haven County,854757
1,9,11,Connecticut,New London County,265206
1,9,13,Connecticut,Tolland County,150721
1,9,15,Connecticut,Windham County,116782
5,10,0,Delaware,Delaware,973764
5,10,1,Delaware,Kent County,180786
5,10,3,Delaware,New Castle County,558753
5,10,5,Delaware,Sussex County,234225
5,11,0,District of Columbia,District of Columbia,705749
5,11,1,District of Columbia,District of Columbia,705749
5,12,0,Florida,Florida,21477737
5,12,1,Florida,Alachua County,269043
5,12,3,Florida,Baker County,29210
5,12,5,Florida,Bay County,174705
5,12,7,Florida,Bradford County,28201
5,12,9,Florida,Brevard County,601942
5,12,11,Florida,Broward County,1952778
5,12,13,Florida,Calhoun County,14105
5,12,15,Florida,Charlotte County,188910
5,12,17,Florida,Citrus County,149657
5,12,19,Florida,Clay County,219252
5,12,21,Florida,Collier County,384902
5,12,23,Florida,Columbia County,71686
5,12,27,Florida,DeSoto County,38001
5,12,29,Florida,Dixie County,16826
5,12,31,Florida,Duval County,957755
5,12,33,Florida,Escambia County,318316
5,12,35,Florida,Flagler County,115081
5,12,37,Florida,Franklin County,12125
5,12,39,Florida,Gadsden County,45660
5,12,41,Florida,Gilchrist County,18582
5,12,43,Florida,Glades County,13811
5,12,45,Florida,Gulf County,13639
5,12,47,Florida,Hamilton County,14428
5,12,49,Florida,Hardee County,26937
5,12,51,Florida,Hendry County,42022
5,12,53,Florida,Hernando County,193920
5,12,55,Florida,Highlands County,106221
5,12,57,Florida,Hillsborough County,1471968
5,12,59,Florida,Holmes County,19617
5,12,61,Florida,Indian River County,159923
5,12,63,Florida,Jackson County,46414
5,12,65,Florida,Jefferson County,14246
5,12,67,Florida,Lafayette County,8422
5,12,69,Florida,Lake County,367118
5,12,71,Florida,Lee County,770577
5,12,73,Florida,Leon County,293582
5,12,75,Florida,Levy County,41503
5,12,77,Florida,Liberty County,8354
5,12,79,Florida,Madison County,18493
5,12,81,Florida,Manatee County,403253
5,12,83,Florida,Marion County,365579
5,12,85,Florida,Martin County,161000
5,12,86,Florida,Miami-Dade County,2716940
5,12,87,Florida,Monroe County,74228
5,12,89,Florida,Nassau County,88625
5,12,91,Florida,Okaloosa County,210738
5,12,93,Florida,Okeechobee County,42168
5,12,95,Florida,Orange County,1393452
5,12,97,Florida,Osceola County,375751
5,12,99,Florida,Palm Beach County,1496770
5,12,101,Florida,Pasco County,553947
5,12,103,Florida,Pinellas County,974996
5,12,105,Florida,Polk County,724777
5,12,107,Florida,Putnam County,74521
5,12,109,Florida,St. Johns County,264672
5,12,111,Florida,St. Lucie County,328297
5,12,113,Florida,Santa Rosa County,184313
5,12,115,Florida,Sarasota County,433742
5,12,117,Florida,Seminole County,471826
5,12,119,Florida,Sumter County,132420
5,12,121,Florida,Suwannee County,44417
5,12,123,Florida,Taylor County,21569
5,12,125,Florida,Union County,15237
5,12,127,Florida,Volusia County,553284
5,12,129,Florida,Wakulla County,33739
5,12,131,Florida,Walton County,74071
5,12,133,Florida,Washington County,25473
5,13,0,Georgia,Georgia,10617423
5,13,1,Georgia,Appling County,18386
5,13,3,Georgia,Atkinson County,8165
5,13,5,Georgia,Bacon County,11164
5,13,7,Georgia,Baker County,3038
5,13,9,Georgia,Baldwin County,44890
5,13,11,Georgia,Banks County,19234
5,13,13,Georgia,Barrow County,83240
5,13,15,Georgia,Bartow County,107738
5,13,17,Georgia,Ben Hill County,16700
5,13,19,Georgia,Berrien County,19397
5,13,21,Georgia,Bibb County,153159
5,13,23,Georgia,Bleckley County,12873
5,13,25,Georgia,Brantley County,19109
5,13,27,Georgia,Brooks County,15457
5,13,29,Georgia,Bryan County,39627
5,13,31,Georgia,Bulloch County,79608
5,13,33,Georgia,Burke County,22383
5,13,35,Georgia,Butts County,24936
5,13,37,Georgia,Calhoun County,6189
5,13,39,Georgia,Camden County,54666
5,13,43,Georgia,Candler County,10803
5,13,45,Georgia,Carroll County,119992
5,13,47,Georgia,Catoosa County,67580
5,13,49,Georgia,Charlton County,13392
5,13,51,Georgia,Chatham County,289430
5,13,53,Georgia,Chattahoochee County,10907
5,13,55,Georgia,Chattooga County,24789
5,13,57,Georgia,Cherokee County,258773
5,13,59,Georgia,Clarke County,128331
5,13,61,Georgia,Clay County,2834
5,13,63,Georgia,Clayton County,292256
5,13,65,Georgia,Clinch County,6618
5,13,67,Georgia,Cobb County,760141
5,13,69,Georgia,Coffee County,43273
5,13,71,Georgia,Colquitt County,45600
5,13,73,Georgia,Columbia County,156714
5,13,75,Georgia,Cook County,17270
5,13,77,Georgia,Coweta County,148509
5,13,79,Georgia,Crawford County,12404
5,13,81,Georgia,Crisp County,22372
5,13,83,Georgia,Dade County,16116
5,13,85,Georgia,Dawson County,26108
5,13,87,Georgia,Decatur County,26404
5,13,89,Georgia,DeKalb County,759297
5,13,91,Georgia,Dodge County,20605
5,13,93,Georgia,Dooly County,13390
5,13,95,Georgia,Dougherty County,87956
5,13,97,Georgia,Douglas County,146343
5,13,99,Georgia,Early County,10190
5,13,101,Georgia,Echols County,4006
5,13,103,Georgia,Effingham County,64296
5,13,105,Georgia,Elbert County,19194
5,13,107,Georgia,Emanuel County,22646
5,13,109,Georgia,Evans County,10654
5,13,111,Georgia,Fannin County,26188
5,13,113,Georgia,Fayette County,114421
5,13,115,Georgia,Floyd County,98498
5,13,117,Georgia,Forsyth County,244252
5,13,119,Georgia,Franklin County,23349
5,13,121,Georgia,Fulton County,1063937
5,13,123,Georgia,Gilmer County,31369
5,13,125,Georgia,Glascock County,2971
5,13,127,Georgia,Glynn County,85292
5,13,129,Georgia,Gordon County,57963
5,13,131,Georgia,Grady County,24633
5,13,133,Georgia,Greene County,18324
5,13,135,Georgia,Gwinnett County,936250
5,13,137,Georgia,Habersham County,45328
5,13,139,Georgia,Hall County,204441
5,13,141,Georgia,Hancock County,8457
5,13,143,Georgia,Haralson County,29792
5,13,145,Georgia,Harris County,35236
5,13,147,Georgia,Hart County,26205
5,13,149,Georgia,Heard County,11923
5,13,151,Georgia,Henry County,234561
5,13,153,Georgia,Houston County,157863
5,13,155,Georgia,Irwin County,9416
5,13,157,Georgia,Jackson County,72977
5,13,159,Georgia,Jasper County,14219
5,13,161,Georgia,Jeff Davis County,15115
5,13,163,Georgia,Jefferson County,15362
5,13,165,Georgia,Jenkins County,8676
5,13,167,Georgia,Johnson County,9643
5,13,169,Georgia,Jones County,28735
5,13,171,Georgia,Lamar County,19077
5,13,173,Georgia,Lanier County,10423
5,13,175,Georgia,Laurens County,47546
5,13,177,Georgia,Lee County,29992
5,13,179,Georgia,Liberty County,61435
5,13,181,Georgia,Lincoln County,7921
5,13,183,Georgia,Long County,19559
5,13,185,Georgia,Lowndes County,117406
5,13,187,Georgia,Lumpkin County,33610
5,13,189,Georgia,McDuffie County,21312
5,13,191,Georgia,McIntosh County,14378
5,13,193,Georgia,Macon County,12947
5,13,195,Georgia,Madison County,29880
5,13,197,Georgia,Marion County,8359
5,13,199,Georgia,Meriwether County,21167
5,13,201,Georgia,Miller County,5718
5,13,205,Georgia,Mitchell County,21863
5,13,207,Georgia,Monroe County,27578
5,13,209,Georgia,Montgomery County,9172
5,13,211,Georgia,Morgan County,19276
5,13,213,Georgia,Murray County,40096
5,13,215,Georgia,Muscogee County,195769
5,13,217,Georgia,Newton County,111744
